Actual Solution,Predicted Solution,Cross Checked Solution,Result,Similarity,Similarity (Non Case-Sensitive)
rKWm,rtWm,rtWm,0,0.75,0.75
5stvfX,5stVFx,5stVFx,0,0.5,1.0
gVM4,gVm4,gVm4,0,0.75,1.0
e4FodmvK,e40dnVK,e4F0dnVK,0,0.625,0.75
uhQruYw,UhoYruYVW,UhoCruYvw,0,0.625,0.75
0DxmJ1qB,oDtm1B,OD7mJ1aB,0,0.625,0.625
WdbC,WdBC,Wdbc,0,0.75,1.0
wX7Qffy5,WXOFFY,WxOffYs,0,0.26666666666666666,0.6666666666666666
YFg5,YFg5,y7g5,0,0.5,0.75
5H4XPv,5H4xPL,5H9xPL,0,0.5,0.6666666666666666
IZjiwONp,rziviwONR,lZviwONr,0,0.625,0.625
uaDd,u'Dd,UaDd,0,0.75,1.0
RURbDMzl,U R b D M Z,rUPbDMZ,0,0.5333333333333333,0.8
J4c0D2K,4COD2K,J4COD2k,0,0.5714285714285714,0.8571428571428571
qiUH,aiUH,aICU,0,0.25,0.5
gviytL8Kk,gVbtZ8Kk,gVibtZ8kk,0,0.5555555555555556,0.7777777777777778
ym6c0v5,ymoca5,y6cav5,0,0.7692307692307693,0.7692307692307693
OY9VIw,O%VW,0%VW,0,0.2,0.4
rn6xPU,rn6xpU,vnn6xpU,0,0.6153846153846154,0.7692307692307693
3ZcnB9N3,3cn9N3,3cn9N3,0,0.8571428571428571,0.8571428571428571
fyOvVoS,fyOVVas,fYoVvOs,0,0.2857142857142857,1.0
wln1,w\n/,w1n1,0,0.75,0.75
SouXSyoPE,SouXsyORE,SOuZXsYOPe,0,0.42105263157894735,0.9473684210526315
xU4U42g,xU4U42g,XU4U42g,0,0.8571428571428571,1.0
ZslK6,LSIk6,LSIk6,0,0.2,0.6
ay26,a26,ayr26,0,0.8888888888888888,0.8888888888888888
OsZEflkk,OSZK,OsZeXkVkK,0,0.5882352941176471,0.7058823529411765
ITD4k07,ITD4K07,ITD4K07,0,0.8571428571428571,1.0
dKXJZXE,dfHjZxE,fxyzE,0,0.16666666666666666,0.5
mZLhMvV,m1LkWdV,m2L5NmvJ,0,0.4,0.5333333333333333
AFZd,AF7q,AF7qd,0,0.6666666666666666,0.6666666666666666
qqJRl,a2JR4,a2JR4,0,0.4,0.4
C8Vz4QX,C8VZ4QX,C8V7L4QX,0,0.8,0.8
bFTgA,BFTGA,BFTGA,0,0.6,1.0
GQ4eDrM6,G4edM6,GQ4eDM6,0,0.9333333333333333,0.9333333333333333
ILqxLErt,LqXver,ALqxVr2,0,0.5333333333333333,0.5333333333333333
hf0qz,hfoqz,hf092,0,0.6,0.6
o8ziqH,08iqH,o8ziqH,1,1.0,1.0
m7WcainRa,M7cavinRa,m7winCRa,0,0.7058823529411765,0.8235294117647058
QRphJ6y,QRphl6y,QRphj6y,0,0.8571428571428571,1.0
JIILSp,JIVSp,jIVSp,0,0.5454545454545454,0.7272727272727273
TBlNXcxk,BLACK,TBMAXck,0,0.6666666666666666,0.6666666666666666
vbqIflgp,vbgfigp,vbgfigp,0,0.6666666666666666,0.6666666666666666
bhbnX6w,bNb76w,bMb76w,0,0.6153846153846154,0.6153846153846154
tJRma,tjRma,tJRma,1,1.0,1.0
6gwW,6GWw,6GW1,0,0.5,0.75
VKGgi,VGAGI,VxgGg1,0,0.5454545454545454,0.5454545454545454
gMKwqry25,GMKW9rY25,g8MKW9ryY25,0,0.7,0.8
KPGKC,kPGKc,KpGKc,0,0.6,1.0
E2HSG,E2HSG,E2H SG,0,0.9090909090909091,0.9090909090909091
eICrS1u,erCrS,eCrSkl,0,0.6153846153846154,0.6153846153846154
rSGjoOj,rSGjooj,rSGjooj,0,0.8571428571428571,1.0
cYy3ZeU8z,GyB3zeU8zL,GyB3zeU8l,0,0.5555555555555556,0.6666666666666666
AduEkr,AduEkxr,AdUIEkr,0,0.7692307692307693,0.9230769230769231
vzDqIAvpe,VZq1AVNpe,VZdqVAvpe,0,0.5555555555555556,0.8888888888888888
Ppdc996b6,PpC906b6,ppdc996b6,0,0.8888888888888888,1.0
Jj1L1wE,JjVxwWE,JjVxwWE,0,0.5714285714285714,0.5714285714285714
sbZpPNvhY,sbZppNVWY,sbZppNvwY,0,0.7777777777777778,0.8888888888888888
V005,v005,V005,1,1.0,1.0
ccet,Ceter,ccet,1,1.0,1.0
XOgzX,xOgzX,X0gZx,0,0.4,0.8
VavUb,aUb,aUb,0,0.75,0.75
XClafgfT,tClafrT,xcfg1a f g fT,0,0.38095238095238093,0.5714285714285714
nm5sttj,nm5Stj,nm55tj,0,0.7692307692307693,0.7692307692307693
XbtM,XbtM,XbtM,1,1.0,1.0
IUwy9nd,Uwy9nd,twy9nd,0,0.7692307692307693,0.7692307692307693
sgUJ2P8,sgUJ2p8,S<sub>g</sub>U<sup>J</sup><sub>p</sub>8,0,0.21739130434782608,0.2608695652173913
htJ96ES,htJ96ES,htj96ES,0,0.8571428571428571,1.0
6xMGb,6XMG3,6xMGB,0,0.8,1.0
DZ53IZX,D5311x,D5311x,0,0.46153846153846156,0.6153846153846154
MsDp,MSDP,MSDP,0,0.5,1.0
m2oqs0kx,m2O9Sokx,m2OqSokx,0,0.625,0.875
tm3GJ,TMBGJ,TM3GJ,0,0.6,1.0
dN1d,DM>d,Dm>d,0,0.25,0.5
SouXSyoPE,SOuZXsYOPe,SOuZXsY0vPE,0,0.5,0.8
6f3hZ5pO,6f3hZL5pO,6f3hL5pO,0,0.875,0.875
mMNP1,mmMNp1,mmMNp1,0,0.7272727272727273,0.9090909090909091
2xBywz,2XBLwZ,2XBwZ,0,0.5454545454545454,0.9090909090909091
xcw8zcK,XSW8zck,XSW8zkK,0,0.42857142857142855,0.7142857142857143
jNdzNLqPw,jdxN19pw,jdxN19pw,0,0.35294117647058826,0.47058823529411764
tkShLM4k,tkSzhLAk,tkSzhLAk,0,0.75,0.75
YhEXDP,vhEXDP,vheXDP,0,0.6666666666666666,0.8333333333333334
2oknR,20kNR,20kNR,0,0.6,0.8
8XoHBCAv,8x0HBCAN,8XOHBCAV,0,0.75,1.0
9Q1J3IY7,gQl3->7,9Qlj3>7,0,0.5333333333333333,0.6666666666666666
Sx0MH8jb,SxOMH8p,SXOH8,0,0.46153846153846156,0.6153846153846154
HnWd9s4,HZnWq9S4,HzWq9S4,0,0.5714285714285714,0.7142857142857143
qiUH,aICU,aICU,0,0.25,0.5
9I3tIxUx,g3t\xUx,d3t1xuJ,0,0.4,0.5333333333333333
dFwm6y,dkWmy6y,dkWmV6y,0,0.6153846153846154,0.7692307692307693
TZbrbkds,Tz6rbkes,TTZbRbxs,0,0.625,0.75
XcyoUA,xCyOUA,xCOUA,0,0.36363636363636365,0.9090909090909091
2oknR,2Ok nR,20k nR,0,0.7272727272727273,0.7272727272727273
foWNL1JU,fOwNlJU,fOKWNLDJUU,0,0.6666666666666666,0.7777777777777778
hK74,hK7A,hk74,0,0.75,1.0
WkkMPZG,WKLMPGZ,WkLMPZG,0,0.8571428571428571,0.8571428571428571
fPyQqodU,fPy09OdU,fPyoqOdU,0,0.75,0.875
CxKIsu,cXKisu,CXIsSu,0,0.6666666666666666,0.8333333333333334
ln1ICxF,lhlCXF,lhlCXF,0,0.46153846153846156,0.6153846153846154
Tnjub,TnjWb,TnjWb,0,0.8,0.8
IlzqwQfG,I7ZqWQfG,IVZqWNQfG,0,0.5882352941176471,0.8235294117647058
ccet,Ccet,ccet,1,1.0,1.0
mvA5tHjI,mvA5tHAjiI,mVA5thHjI,0,0.8235294117647058,0.9411764705882353
WdbC,WdBC,Wdbc,0,0.75,1.0
ZjXGzfF9Oc,jxXGZf90c,jxXGZf90c,0,0.631578947368421,0.7368421052631579
lXdFGfqR,IXqFGfqR,IxqFGgfgqR,0,0.5555555555555556,0.6666666666666666
mMNP1,mMvpl,mMNVp1,0,0.7272727272727273,0.9090909090909091
230a5s,230a5S,230a5S,0,0.8333333333333334,1.0
iNKK6,iNK6K6,iNkK6,0,0.8,1.0
PrUfqG,PrUf9G,PUR49G,0,0.5,0.5
kXlfSJJ6,kXfsJ6,kXJ6SJ6,0,0.6666666666666666,0.6666666666666666
GucMwYI5O,GuCMwyI50,GuCMwyI50,0,0.6666666666666666,0.8888888888888888
Ppdc996b6,ppdc996b6,ppdc996b6,0,0.8888888888888888,1.0
nVhtWY,ntwY,Nightwy,0,0.3076923076923077,0.7692307692307693
WCTKzRA00,WCTKzRA00,WCTKzR^00,0,0.8888888888888888,0.8888888888888888
exgs,exgs,exgs,1,1.0,1.0
ITD4k07,ITD4K07,ITD4K07,0,0.8571428571428571,1.0
0eWWN,OezWN,oezWN,0,0.6,0.6
OT3FhYKw,OT3^hYkw,OT3zhYkw,0,0.75,0.875
hw7vVb,hw7vlb,hw7Vlb,0,0.8333333333333334,0.8333333333333334
LcUvaGa,LcWvQGga,LcWvqgGa,0,0.6666666666666666,0.6666666666666666
ITD4k07,ITD4KO7,ITD4K07,0,0.8571428571428571,1.0
k4uXNK,K4UXNK,K4UXYNK,0,0.6153846153846154,0.9230769230769231
wYcIjPZG,Wyc1pZLG,Wyc1p7ZG,0,0.375,0.75
eOclaH,eocloH,ecocloH,0,0.6153846153846154,0.7692307692307693
rzhc,K7C,K7hC,0,0.25,0.5
5joZDVN,"SVOLDV""",5JOZDVM,0,0.5714285714285714,0.8571428571428571
JIILSp,jIVSp,jIVSp,0,0.5454545454545454,0.7272727272727273
4vitovy5N,4v.iOL5N,4N105N,0,0.4,0.4
YsbYNbDW,YSbyNbD,YSbyNbD,0,0.6666666666666666,0.9333333333333333
ZtiJO,ztivo,ztivo,0,0.4,0.8
0r6OInox,0r6OVnot,0r60Vno+,0,0.625,0.625
6FVNu8,6FVNu8,6FUNU8,0,0.6666666666666666,0.8333333333333334
0u2mhBU,OUr2wBv,OUr2wB0U,0,0.26666666666666666,0.26666666666666666
7GXW8ZM,1Gxe4e8z1M,1GX87LM,0,0.5714285714285714,0.5714285714285714
FXuEie9,FXukeie9,FXukie9,0,0.8571428571428571,0.8571428571428571
FxMAR,FxMAR,FxA1R,0,0.8,0.8
xgXOBHWw,xgxOBHwW,xgxBHww,0,0.6666666666666666,0.9333333333333333
3NVEpzp,3NVErZp,3NVepZ,0,0.6153846153846154,0.9230769230769231
dFwm6y,d4Wm6Y,dkWmV6y,0,0.6153846153846154,0.7692307692307693
tUcLG,tuCzG,tucZG,0,0.6,0.8
0jw1ZgxK,wj^1zgtk,wj^1zgtk,0,0.375,0.625
FJr9Yh,Fv9h,FV9Yh,0,0.7272727272727273,0.7272727272727273
J6Zg,J6Z9,J6Z9,0,0.75,0.75
5stvfX,5sTVFfx,5stVFx,0,0.5,1.0
lAjO,VJ0,VAjo,0,0.5,0.75
yRSPHnW3,yRSPhW3,yRSPhW3,0,0.8,0.9333333333333333
j7JA,j7YA,jJyA,0,0.75,0.75
dKXJZXE,oFyZxE,oHyZxE,0,0.3076923076923077,0.46153846153846156
CpVp,RVIP,rVp,0,0.5714285714285714,0.5714285714285714
Q57u1up7O,Q57UKI7P7O,Q57UkuP7O,0,0.6666666666666666,0.8888888888888888
6gwW,6GWW,6GWV,0,0.5,0.75
tUIhl,tUIhp,tUIhp,0,0.8,0.8
vWJTOS,VWTOS,vWTOs,0,0.7272727272727273,0.9090909090909091
OsZEflkk,OsZeXkVk,OsZexVkK,0,0.5,0.75
SG494l,SG49AL,SG49AL,0,0.6666666666666666,0.8333333333333334
F5Y6,F5Y6,F5r6,0,0.75,0.75
tUIhl,tUIhq,tUIhp,0,0.8,0.8
h6xuu1sw,h6rUu15w,horu15w,0,0.5333333333333333,0.5333333333333333
z67CtUy,z67CtUy,z67ctUy,0,0.8571428571428571,1.0
w1mi3EQ1,W1m3FQ1,W1m3EQ1,0,0.8,0.9333333333333333
FkA9eg3gD,FkA9xeg38D,FkA9e83xD,0,0.7777777777777778,0.7777777777777778
6IvtUXz8,61TUXZ8,6IvtUXYZ8,0,0.8235294117647058,0.9411764705882353
ZOlE,zQE,lQE,0,0.5714285714285714,0.5714285714285714
YFg5,Y65g,Y7g5,0,0.75,0.75
1tZb3BxJo,1yL63BXJO,1163Bxj0,0,0.47058823529411764,0.5882352941176471
mMq7EaBHx,mnM9FEABH x,mnM97ECABHx,0,0.7,0.8
pHIgS,pH1gS,pHgS,0,0.8888888888888888,0.8888888888888888
fqgYZxL,logY>xI,logY>xI,0,0.42857142857142855,0.42857142857142855
LmZI,Lm2I,LmZ1,0,0.75,0.75
4vitovy5N,4N1O5N,4N1O<5N,0,0.375,0.5
wI5ZdO,W5Z0,W157d0,0,0.3333333333333333,0.5
AIAkfn,AIAkfn,AIAkcn,0,0.8333333333333334,0.8333333333333334
jCufHpl,iCUfHp1,iCUfHp/,0,0.5714285714285714,0.7142857142857143
dENv,QENW,qEN2,0,0.5,0.5
nBlg2YhAo,hBlsg2Yh0,hBls2Yh0,0,0.5882352941176471,0.5882352941176471
AL3E,AL3E,AL3E,1,1.0,1.0
Uj5daSb8I,U5dsb8I,Uj5dasb8I,0,0.8888888888888888,1.0
voTP,vOTp,N0Tp,0,0.25,0.5
MQxU6D,MPXU6D,MPXU6D,0,0.6666666666666666,0.8333333333333334
NGAOdLq,NGAGodLq,NG4odLq,0,0.7142857142857143,0.8571428571428571
gMKwqry25,gMKWqry25,g8MKW9rY25,0,0.631578947368421,0.8421052631578947
sKptE,SKIPtE,SkptE,0,0.6,1.0
V0rD,V0XD,V0xD,0,0.75,0.75
eibgGJw,beingGjv,beingGjw,0,0.6666666666666666,0.8
78z5Dc,78L5DC,7875Dx,0,0.6666666666666666,0.6666666666666666
ZtiJO,zti0,ztivo,0,0.4,0.8
rKWm,rtWm,rtWm,0,0.75,0.75
ILqxLErt,ALqXyRz,1qxvr2,0,0.42857142857142855,0.42857142857142855
yRlsdrDd,YR^Sdid,JRsdrd,0,0.7142857142857143,0.7142857142857143
MsDp,MSDP,MSDp,0,0.75,1.0
tUascgT,twasc9T,twascgT,0,0.8571428571428571,0.8571428571428571
ME2Ncd23,ME2Ncd23,ME2NwCd23,0,0.8235294117647058,0.9411764705882353
ZTnYSGg3,zTnYsGg3,zTnYsGg3,0,0.75,1.0
7l3T,73T,I73T,0,0.75,0.75
YKtFOLQY4,ykTFOx@.YA,YkTFQ@YA,0,0.47058823529411764,0.7058823529411765
hr1wEK,hrlWEk,hrlwkE,0,0.6666666666666666,0.6666666666666666
CAlHMk,CAHmk,CAzHMk,0,0.8333333333333334,0.8333333333333334
XzTZ,XzTz,XzTz,0,0.75,1.0
YsbYNbDW,YSbyNBD,YSbyNbD,0,0.6666666666666666,0.9333333333333333
UY2GU,UA2GU,U12GU,0,0.8,0.8
2qc7,299C,29c>,0,0.5,0.5
CAlHMk,CA7HMK,CAzHMk,0,0.8333333333333334,0.8333333333333334
hyL1a,hXL1a,hxl1a,0,0.6,0.8
L1Qd4X,LPQd4X,Lpd4Ax,0,0.5,0.6666666666666666
SG494l,SG49AL,SGAGA9AL,0,0.42857142857142855,0.5714285714285714
eKLJx,eLJx,ekLJx,0,0.8,1.0
k4DizF4yxI,KDzFXYHA,K4DZFXJHV,0,0.3157894736842105,0.631578947368421
rZINbRpr,r<=NbRPr,R2lNbRbR,0,0.375,0.625
fO4Of,fO4Of,f04Of,0,0.8,0.8
2pL3HG7r,2p<3HG>r,2pL3HGV,0,0.8,0.8
QDIwZbj,qDIwzbj,QDIwzbJ,0,0.7142857142857143,1.0
m0llnC,mVnC,m0Vnc,0,0.5454545454545454,0.7272727272727273
09y5e,09Y5E,09y5e,1,1.0,1.0
0jw1ZgxK,h1ZgXk,wj^1zgxk,0,0.5,0.75
tLoAMQNN6,tLOAMqNN6,XLOANQNN6,0,0.6666666666666666,0.7777777777777778
AVp1,Avp<,Avvp,0,0.5,0.75
sKptE,SkptE,SkptE,0,0.6,1.0
QDIwZbj,QDIwzbJ,QDIwzb j,0,0.8,0.9333333333333333
hyL1a,hl1a,hl1a,0,0.6666666666666666,0.8888888888888888
LJoh3f72Xn,LJohn3&2xn,LJoh3x2n,0,0.7777777777777778,0.7777777777777778
MsDp,MSDp,MSDp,0,0.75,1.0
4kGRe,4KGR,4xKGRe,0,0.7272727272727273,0.9090909090909091
AVp1,AVP,Avp,0,0.5714285714285714,0.8571428571428571
atzdo,&XZ0,axZdo,0,0.6,0.8
SnPKQ7p,SNAP7QP,SnP7kQp,0,0.7142857142857143,0.8571428571428571
FYHuX,FYHlux,FyHlux,0,0.5454545454545454,0.9090909090909091
OY9VIw,d6v/w,0%VW,0,0.2,0.4
Pu2S,RLs,pus,0,0.2857142857142857,0.8571428571428571
fRtmmql2T,RMz912T,fRMmz9l2T,0,0.6666666666666666,0.7777777777777778
